item_id,user_id,rating,timestamp,title,brand,category,description
B0000009RG,A255E1L105V4MU,0,1179705600,Wedding Album,Yoko Ono,"['CDs & Vinyl', 'Rock', 'Progressive', 'Progressive Rock']","[""1.Don't Worry Kyoko (Mummy's Only Looking For Her Hand In The Snow) 2.John & Yoko 3.Who Has Seen The Wind? 4.Listen, The Snow Is Falling 5.Amsterdam"", 'John & Yoko were married in 1969 and spent their honeymoon as a ""bed-in"" for peace. The world was invited to share in the celebration with this album.<P>""John & Yoko"" recorded 4/22/69 between 11 p.m. and 4:30 a.m.""Amsterdam 1969"" recorded Amsterdam, 1969. Produced by John and Yoko (Bag Productions).']"
B000000H6G,A3KYERW5V9TQUV,1,992304000,Burn My Eyes,Machine Head,"['CDs & Vinyl', 'Metal', 'Alternative Metal']",['Their finest hour ... essential modern brutality!!']
B000000H4V,A3KYERW5V9TQUV,1,995760000,Chaos A.D.,Sepultura,"['CDs & Vinyl', 'World Music', 'South & Central America', 'Brazil']","['SEPULTURA CHAOS A.D.', ""For the first few albums of its career, Brazil's Sepultura was a better-than-average death metal band, but with the release of <I>Chaos A.D.</I>, the group's true colors began to shine. In addition to focusing its rancor more deliberately, Sepultura began to flirt with tribal drumming and experimental guitar noises, elements that would later become trademarks for frontman Max Cavalera. In addition to creating torrents of volume, the band established a killer groove to propel its songs even during moments of sheer dissonance. The title track reveals Sepultura at its most caustic and aggressive, while &quot;Kaiowas,&quot; with its tribal beats and acoustic guitar strums, exposes the band's more thought-provoking side. <i>--Jon Wiederhorn</i>""]"
B000000ISJ,A2BJAET1P9QUGZ,1,1361491200,Born Under a Bad Sign Original Master Recording,Albert King,"['CDs & Vinyl', 'Blues', 'Regional Blues', 'Chicago Blues']",[]
B000000ISX,A3NCAWUWIJLKLL,1,1390003200,Something / Anything,Todd Rundgren,"['CDs & Vinyl', 'Alternative Rock', 'Hardcore & Punk', 'Proto Punk']",[]
B000000ISI,A1QGB9XTR7KCZU,1,1174176000,In Search of the Lost Chord,The Moody Blues,"['CDs & Vinyl', 'Rock', 'Progressive', 'Progressive Rock']",['Moody Blues In Search Of The Lost Chord US CD album']
B000000IU3,A6PEUBK1WCM1F,1,1329782400,Journey To The Center Of The Earth,Rick Wakeman,"['CDs & Vinyl', 'Rock', 'Progressive', 'Progressive Rock']",[]
B000000IU3,ADG33WELAQRZJ,1,1123459200,Journey To The Center Of The Earth,Rick Wakeman,"['CDs & Vinyl', 'Rock', 'Progressive', 'Progressive Rock']",[]
B000000IUC,A3W4SX5CA1MK2I,0,1237075200,Murmur,R.E.M.,"['CDs & Vinyl', 'Alternative Rock', 'Indie & Lo-Fi', 'Jangle Pop']","['This CD is an out of print collectible! Mobile Fidelity Sound Lab Ultradisc II, limited edition 24-karat gold plated. Catalog UDCD 642. In the original jewel case. There are punch holes through the UPC.']"
B000000IR7,A3W4SX5CA1MK2I,1,1416355200,Crime of Century,Supertramp,"['CDs & Vinyl', 'Rock', 'Progressive', 'Progressive Rock']","['This CD is an out of print collectible! A Mobile Fidelity Sound Lab Ultradisc II, limited edition 24-karat gold plated. Catalog UDCD 505. In the original jewel case.']"
B000000IRW,A10KCGSDJJAVRO,1,994982400,Damn the Torpedoes,Tom Petty,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","[""This CD is an out of print collectible! A Mobile Fidelity Sound Lab Ultradisc II, limited edition 24-karat gold plated. Catalog #UDCD 551. Sealed with the wrap over card. There is a drill hole through the top right corner of the case and booklet.Track Listing:1. Refugee2. Here Comes My Girl3. Even The Losers4. Shadow Of A Doubt (A Complex Kid)5. Century City6. Don't Do Me Like That7. You Tell Me8. What Are You Doin' In My Life?9. Louisiana Rain""]"
B000000IRW,A3L9FT8OJY4Q6I,1,1289260800,Damn the Torpedoes,Tom Petty,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","[""This CD is an out of print collectible! A Mobile Fidelity Sound Lab Ultradisc II, limited edition 24-karat gold plated. Catalog #UDCD 551. Sealed with the wrap over card. There is a drill hole through the top right corner of the case and booklet.Track Listing:1. Refugee2. Here Comes My Girl3. Even The Losers4. Shadow Of A Doubt (A Complex Kid)5. Century City6. Don't Do Me Like That7. You Tell Me8. What Are You Doin' In My Life?9. Louisiana Rain""]"
B000000IVI,A14W1VNMMYLWND,1,1332201600,Bridge of Sighs Original Master Recording,Robin Trower,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']",[]
B000000OPZ,A12NFK3VGMQYVB,1,1348963200,Whitesnake,Whitesnake,"['CDs & Vinyl', 'Classic Rock', 'Arena Rock']","['CD', ""When Whitesnake broke into the spotlight with <I>Slide It In</I> (1984), a battalion of cynical critics predicted the band's success couldn't last, but Coverdale and company silenced all the naysayers with 1987's self-titled album, which rocketed to No. 2 on the Billboard album chart. The record was driven by the pumping rocker &quot;Here I Go Again&quot; and the tender power ballad &quot;Is This Love,&quot; but the band's mainstream appeal might have had as much to do with their unabashedly sexual videos as with their bubblegum metal. The clips, which seemed to splash across MTV every 20 minutes, starred Coverdale's girlfriend and B-movie actress Tawny Kitaen, and highlighted her busty, scantily clad body in various provocative poses. Volume <I>and</I> T&A--a metalhead's wet dream. <i>--Jon Wiederhorn</i>""]"
B000000OPZ,A3UNGC700SNYHL,1,1183161600,Whitesnake,Whitesnake,"['CDs & Vinyl', 'Classic Rock', 'Arena Rock']","['CD', ""When Whitesnake broke into the spotlight with <I>Slide It In</I> (1984), a battalion of cynical critics predicted the band's success couldn't last, but Coverdale and company silenced all the naysayers with 1987's self-titled album, which rocketed to No. 2 on the Billboard album chart. The record was driven by the pumping rocker &quot;Here I Go Again&quot; and the tender power ballad &quot;Is This Love,&quot; but the band's mainstream appeal might have had as much to do with their unabashedly sexual videos as with their bubblegum metal. The clips, which seemed to splash across MTV every 20 minutes, starred Coverdale's girlfriend and B-movie actress Tawny Kitaen, and highlighted her busty, scantily clad body in various provocative poses. Volume <I>and</I> T&A--a metalhead's wet dream. <i>--Jon Wiederhorn</i>""]"
B000000OU2,AS0E6PGMNN680,1,1440806400,MTV Unplugged in New York,Nirvana,"['CDs & Vinyl', 'Alternative Rock']","[""Vinyl LP pressing of this live release from the Grunge heroes. Recorded in November 1993, less than six months before singer Kurt Cobain killed himself, Nirvana's MTV Unplugged is a watershed document that presents a band at the peak of its powers. Unlike any other unplugged affair, the diverse album is not a simple stripped-down regurgitation of greatest hits or a cash-it-in set of nostalgic favorites. Rather, the live effort is among the most emotionally naked spectacles ever released an album so starkly intense and profoundly personal, it's impossible not to get chills down the spine. The set list is as surprising as the stylistic makeover. Save for renditions of 'All Apologies' and 'Come As You Are', the adventurous material includes brooding covers of the Meat Puppets' 'Lake of Fire', 'Plateau', and 'Oh Me' as well as harrowing versions of David Bowie's 'The Man Who Sold the World', and the Vaselines' 'Jesus Don't Want Me for a Sunbeam'.""]"
B000000OYZ,A3W4SX5CA1MK2I,1,1447113600,Oranges &amp; Lemons,XTC,"['CDs & Vinyl', 'Alternative Rock', 'New Wave & Post-Punk', 'New Wave']",[]
B000000W5N,A27E8WBZPYJX87,1,1174003200,Sticky Fingers,The Rolling Stones,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']","['CD Rare Italina Pressing', ""Only a peak-of-their-powers Stones could manage to overshadow one of their very greatest albums by surrounding it in their studio chronology with <I>Let It Bleed</I> and <I>Exile on Main St.</I>. <I>Sticky Fingers</I>, however, is anything but an also-ran. Offering some of the band's most inspired twists on their basic approach--&quot;Sway,&quot; the midtempo rocker that would sound orchestral even without Paul Buckmaster's climactic string arrangement; the gorgeous closer &quot;Moonlight Mile&quot;--this also rocks like the demon they had lived to face another day after Altamont. And, as if to prove their minds were still as dirty as their music, its keynote is &quot;Brown Sugar.&quot; <i>--Rickey Wright</i>""]"
B000000WEX,A1ZQ9W0RYWG7OE,1,1428710400,The Velvet Rope,Janet Jackson,"['CDs & Vinyl', 'Pop', 'Adult Contemporary']","['1997 album', ""Teaming with her most accomplished collaborators, producer-songwriters Jimmy Jam and Terry Lewis, Janet Jackson delivers what is easily her finest record since <I>Rhythm Nation</I>--and arguably her best ever. Highlights include jams like &quot;You&quot; and &quot;Got 'Til It's Gone,&quot; which recontextualizes samples from War and Joni Mitchell, respectively; the funky memorial to a dear departed, &quot;Together Again&quot;; and a slinky cover of Rod Stewart's &quot;Tonight's the Night.&quot; Best of all, though, is &quot;What About.&quot; An accusatory throwdown for a lover who beats and cheats even as he professes his love, it swings angrily between tender quiet and raging bitter funk. <I>--David Cantwell</I>""]"
B0000013GB,A14W1VNMMYLWND,1,1114905600,"<span id=""parentalAdvisory"" class=""a-size-medium a-color-secondary a-text-normal""",Outkast,"['CDs & Vinyl', 'R&B', 'Soul']",['Excellent condition & playability']
B0000013GT,A1PHJDYAS1F9AH,1,1413244800,"<span id=""parentalAdvisory"" class=""a-size-medium a-color-secondary a-text-normal""",Outkast,"['CDs & Vinyl', 'Rap & Hip-Hop', 'Experimental Rap']","[""OutKast has almost singlehandedly defined the sound of Atlanta rap. Tongue-flippin', rhyme-spittin' and Cadillac-ridin', all with a Southern accent, Big Boi and Dre have proved tobe the South's ideal MCs. ATLIENS continues in the same vein as Outkast's 1994 debut, SOUTHERNPLAYALISTICADILLACMUZIK, with producers Organized Noize back to accompany the duo's laid-back flow. Big Boi and Dre proclaim to prove a point with every rhyme, never wasting a line. They like to think of themselves as outcasts from the hip-hop community--aliens,so to speak. Their tracks have an outer-space feeling to them--a feeling that, ironically, has warmed the community right up to them. They're so out, they're in.""]"
B0000013G5,AORCXT2CLTQFR,1,1270339200,Toni Braxton,Toni Braxton,"['CDs & Vinyl', 'Pop', 'Adult Contemporary']","['Import pressing includes one bonus track, Give U My Heart (Mad Ball Mix). 13 tracks in all. Sony/BMG.', 'The perfect matchup of singer, song, and producer is a wondrous thing, and no more so in the producer-driven realm of black pop. Such a wonderful moment was the debut from Toni Braxton who, in Kenneth Babyface Edmonds, had an uber lord who tapped into the dark yet radio-friendly recess of her soul. Braxton gives nobility to heartbreak with classics like ""Breathe Again."" Her debut remains one of the best of the \'90s. --<I>Amy Linden</I>']"
B0000013G5,AAQMHLS8BN9YJ,1,1073692800,Toni Braxton,Toni Braxton,"['CDs & Vinyl', 'Pop', 'Adult Contemporary']","['Import pressing includes one bonus track, Give U My Heart (Mad Ball Mix). 13 tracks in all. Sony/BMG.', 'The perfect matchup of singer, song, and producer is a wondrous thing, and no more so in the producer-driven realm of black pop. Such a wonderful moment was the debut from Toni Braxton who, in Kenneth Babyface Edmonds, had an uber lord who tapped into the dark yet radio-friendly recess of her soul. Braxton gives nobility to heartbreak with classics like ""Breathe Again."" Her debut remains one of the best of the \'90s. --<I>Amy Linden</I>']"
B0000011MH,A1048B2CXZ5WVX,1,1421280000,Happy Trails,Quicksilver Messenger Service,"['CDs & Vinyl', 'Classic Rock', 'Psychedelic Rock']",[]
B0000013GH,AINWY1792CVQ7,1,1412553600,Secrets,Toni Braxton,"['CDs & Vinyl', 'Pop', 'Adult Contemporary']","['1996 album.', 'Well, it is a La Face record, so of course it has the Babyface stamp all over it--especially on ""Let It Flow,"" also featured on his <a href=""/exec/obidos/ASIN/B000002VPH/${0}""><i>Waiting to Exhale</i></a> soundtrack, and ""There\'s No Me Without You."" \'Face does step aside, however, to give other producers, songwriters, and artists their time with Miss Braxton, most notably R. Kelly, Diane Warren, Tony Rich, and Kenny G. R&B songbirds in their own right, Shanice Wilson and Chante Moore even show up on backing vocals. The album doesn\'t quite live up to this overdose of talent; it\'s too crammed with boring ballads (even if Braxton\'s low, husky vocals are perfectly suited for them, especially the wrenching watermark of the album, ""Un-Break My Heart""). It\'s when she slips into a sultry groove on ""Come On Over Here"" and the smash single ""You\'re Makin Me High"" that she really shines. <I>--Rebecca Wallwork</I>']"
B0000013GH,AAQMHLS8BN9YJ,1,1073692800,Secrets,Toni Braxton,"['CDs & Vinyl', 'Pop', 'Adult Contemporary']","['1996 album.', 'Well, it is a La Face record, so of course it has the Babyface stamp all over it--especially on ""Let It Flow,"" also featured on his <a href=""/exec/obidos/ASIN/B000002VPH/${0}""><i>Waiting to Exhale</i></a> soundtrack, and ""There\'s No Me Without You."" \'Face does step aside, however, to give other producers, songwriters, and artists their time with Miss Braxton, most notably R. Kelly, Diane Warren, Tony Rich, and Kenny G. R&B songbirds in their own right, Shanice Wilson and Chante Moore even show up on backing vocals. The album doesn\'t quite live up to this overdose of talent; it\'s too crammed with boring ballads (even if Braxton\'s low, husky vocals are perfectly suited for them, especially the wrenching watermark of the album, ""Un-Break My Heart""). It\'s when she slips into a sultry groove on ""Come On Over Here"" and the smash single ""You\'re Makin Me High"" that she really shines. <I>--Rebecca Wallwork</I>']"
B0000013G9,A2ENSVE94K8BW4,0,959990400,CrazySexyCool,TLC,"['CDs & Vinyl', 'Dance & Electronic', 'Electronica']","['R&B classic! Smooth & sexy soulful 1994 album featuring ""Waterfalls"".', 'On their second album, the multiplatinum trio TLC have given up most of their debut\'s tomfoolery and have matured into a very modern deep Southern soul, watered and nurtured in hip-hop culture. The album\'s centerpiece is the magnificent ""Waterfalls,"" a revival meeting of new jack swing, gospel, and <a href=""/exec/obidos/ts/artist-glance/51163/${0}"">Prince</a> (whose ""If I Was Your Girlfriend"" they turn inside out). Their spare, surprising arrangements rely on the kind of live instrumentation they single-handedly brought back in style. Lyrically, <I>CrazySexyCool</I> concentrates on love at the point when it\'s grown deeper but also more frustrating--for every great love song there\'s a great cheating song--and the group\'s singing and rapping balances sassiness with depth and nuance. <I>--Douglas Wolk</I>']"
B0000013YW,A11HB3LYLIQNZP,1,1050278400,Gorecki: Symphony No. 3 / Three Olden Style Pieces,Henryk Gorecki,"['CDs & Vinyl', 'Classical', 'Symphonies']","['CD', ""The current Schwann catalog lists nine versions of Grecki's phenomenally popular Symphony 3 (<I>Sorrowful Songs</I>) composed in 1976. During his early career, Grecki embraced serialism and concentrated on instrumental sonorities in the vein of Messiaen. But in Symphony 3, his atonality disappears into a strategy of gently mounting thematic pitches, taking the strings through all possible registers. All three movements are marked lento, rare for any symphony. The Elektra Nonesuch recording has tended to be the bestseller, but give this Naxos release a try--it's just as good. The sound is excellent and the performances are above reproach. <I>--Paul Cook</I>""]"
B0000013YW,AQ8DU6XVA3USJ,1,959644800,Gorecki: Symphony No. 3 / Three Olden Style Pieces,Henryk Gorecki,"['CDs & Vinyl', 'Classical', 'Symphonies']","['CD', ""The current Schwann catalog lists nine versions of Grecki's phenomenally popular Symphony 3 (<I>Sorrowful Songs</I>) composed in 1976. During his early career, Grecki embraced serialism and concentrated on instrumental sonorities in the vein of Messiaen. But in Symphony 3, his atonality disappears into a strategy of gently mounting thematic pitches, taking the strings through all possible registers. All three movements are marked lento, rare for any symphony. The Elektra Nonesuch recording has tended to be the bestseller, but give this Naxos release a try--it's just as good. The sound is excellent and the performances are above reproach. <I>--Paul Cook</I>""]"
B00000163G,A1WHO8TXC8GJHA,1,1183507200,"<span id=""parentalAdvisory"" class=""a-size-medium a-color-secondary a-text-normal""",2Pac,"['CDs & Vinyl', 'R&B', 'Funk']","['2 CD Bundle Great Condition 2 Pac (How do you want it), (All eyes on me (2 Disc)). Complete, Disc, Cover, and Case.', ""Simultaneously serving as both endless fodder for intellectual debates and the album most likely to be blaring out of the adjacent car's window, <i>All Eyez on Me</i> is a phenomenon that packs a wallop with every listen. Unquestionably the most nihilistic album to top the <i>Billboard</i> charts--and it's doubtful that any will match it--<i>Eyez</i> also manages to dish out the good-times dance tunes and still flow seamlessly. Recording commenced within hours of Tupac Shakur's release from prison, and a year's worth of pent-up ideas are unleashed with a fury akin to lifting the lid on a box of plutonium. The line between high art and insufferable reality, possibilities and self-destruction, has never been so blurred. <i>Eyez</i> is a landmark achievement that is unlikely to be topped by any heir apparent to the hip-hop crown. <i>--Gregg Turkington</i>""]"
B00000163G,A14W1VNMMYLWND,1,1113177600,"<span id=""parentalAdvisory"" class=""a-size-medium a-color-secondary a-text-normal""",2Pac,"['CDs & Vinyl', 'R&B', 'Funk']","['2 CD Bundle Great Condition 2 Pac (How do you want it), (All eyes on me (2 Disc)). Complete, Disc, Cover, and Case.', ""Simultaneously serving as both endless fodder for intellectual debates and the album most likely to be blaring out of the adjacent car's window, <i>All Eyez on Me</i> is a phenomenon that packs a wallop with every listen. Unquestionably the most nihilistic album to top the <i>Billboard</i> charts--and it's doubtful that any will match it--<i>Eyez</i> also manages to dish out the good-times dance tunes and still flow seamlessly. Recording commenced within hours of Tupac Shakur's release from prison, and a year's worth of pent-up ideas are unleashed with a fury akin to lifting the lid on a box of plutonium. The line between high art and insufferable reality, possibilities and self-destruction, has never been so blurred. <i>Eyez</i> is a landmark achievement that is unlikely to be topped by any heir apparent to the hip-hop crown. <i>--Gregg Turkington</i>""]"
B000001AHX,A14NOY3K9QSSM2,1,1484179200,Street Songs,Rick James,"['CDs & Vinyl', 'R&B', 'Funk']","['Rick James ~ Street Songs', 'Rick James later made ludicrous attempts to keep up with <a href=""/exec/obidos/ts/artist-glance/51163/${0}"">Prince</a>, but on 1981\'s <I>Street Songs</I>, he stands in no one\'s shadow. This is, of course, the album that gave us ""Super Freak,"" but James also scores with several funk protest numbers, including the bitter ""Mr. Policeman"" and the celebratory ""Below the Funk (Pass the J)."" Prince ended up running a much longer way with the ""punk funk"" ball; still, James executed more than one or two good plays here. <I>--Rickey Wright</I>']"
B000001AHX,AHGZYB93YOQK8,1,1427328000,Street Songs,Rick James,"['CDs & Vinyl', 'R&B', 'Funk']","['Rick James ~ Street Songs', 'Rick James later made ludicrous attempts to keep up with <a href=""/exec/obidos/ts/artist-glance/51163/${0}"">Prince</a>, but on 1981\'s <I>Street Songs</I>, he stands in no one\'s shadow. This is, of course, the album that gave us ""Super Freak,"" but James also scores with several funk protest numbers, including the bitter ""Mr. Policeman"" and the celebratory ""Below the Funk (Pass the J)."" Prince ended up running a much longer way with the ""punk funk"" ball; still, James executed more than one or two good plays here. <I>--Rickey Wright</I>']"
B000001AHX,A1YRLTQX3ZXC9C,1,1263081600,Street Songs,Rick James,"['CDs & Vinyl', 'R&B', 'Funk']","['Rick James ~ Street Songs', 'Rick James later made ludicrous attempts to keep up with <a href=""/exec/obidos/ts/artist-glance/51163/${0}"">Prince</a>, but on 1981\'s <I>Street Songs</I>, he stands in no one\'s shadow. This is, of course, the album that gave us ""Super Freak,"" but James also scores with several funk protest numbers, including the bitter ""Mr. Policeman"" and the celebratory ""Below the Funk (Pass the J)."" Prince ended up running a much longer way with the ""punk funk"" ball; still, James executed more than one or two good plays here. <I>--Rickey Wright</I>']"
B000001AHX,A1WHO8TXC8GJHA,1,1187481600,Street Songs,Rick James,"['CDs & Vinyl', 'R&B', 'Funk']","['Rick James ~ Street Songs', 'Rick James later made ludicrous attempts to keep up with <a href=""/exec/obidos/ts/artist-glance/51163/${0}"">Prince</a>, but on 1981\'s <I>Street Songs</I>, he stands in no one\'s shadow. This is, of course, the album that gave us ""Super Freak,"" but James also scores with several funk protest numbers, including the bitter ""Mr. Policeman"" and the celebratory ""Below the Funk (Pass the J)."" Prince ended up running a much longer way with the ""punk funk"" ball; still, James executed more than one or two good plays here. <I>--Rickey Wright</I>']"
B000001A6X,A2ZL07Y7FE7W3S,1,1105833600,Songs in the Key of Life,Stevie Wonder,"['CDs & Vinyl', 'Classic Rock', 'Album-Oriented Rock (AOR)']",[]
B000001C6K,A2Y478EJWBC7BK,1,1417737600,Hell Awaits,Slayer,"['CDs & Vinyl', 'Metal', 'Pop Metal']",['CD']
B000001C6M,A9IZ4H60VZMMT,1,1119830400,Show No Mercy,Slayer,"['CDs & Vinyl', 'Metal', 'Pop Metal']",['SLAYER SHOW NO MERCY']
B000001C6K,A3KYERW5V9TQUV,1,1018915200,Hell Awaits,Slayer,"['CDs & Vinyl', 'Metal', 'Pop Metal']",['CD']
