item_id,user_id,rating,timestamp,title,brand,category,description
B0000CABGZ,A23IOPI0D1OG7V,0,1081814400,A Thousand Kisses Deep,Chris Botti,"['CDs & Vinyl', 'Jazz', 'Smooth Jazz']",['CHRIS BOTTI - A THOUSAND KISSES DEEP - CD']
B0000CDL9Z,A23IOPI0D1OG7V,1,1100822400,Comfort Woman,Meshell Ndegeocello,"['CDs & Vinyl', 'Blues', 'Contemporary Blues']","['No Description Available<br>No Track Information Available<br><b>Media Type: </b>CD<br><b>Artist: </b>NDEGEOCELLO,MESHELL<br><b>Title: </b>COMFORT WOMAN<br><b>Street Release Date: </b>10/14/2003<br><Domestic or Import: </b>Domestic<br><b>Genre: </b>ROCK/POP', 'Just as <a href=""/exec/obidos/ts/artist-glance/55362/${0}"">Marvin Gaye</a>s <I><a href=""/exec/obidos/ASIN/B00005O02R/${0}"">Lets Get It On</a></I> was about much more than the sex that it celebrated, so does Meshell Ndegeocellos putative love album <I>Comfort Woman</I> have more than seduction on its mind. Lust and romance frame the records concerns, but as with Gayes work, theyre seen as a liberating force: ""I wanna get free with you,"" sings Ndegeocello near the discs beginning; she later quotes an anti-pie-in-the-sky verse from <a href=""/exec/obidos/ts/artist-glance/26397/${0}"">Bob Marley</a>s ""Get Up Stand Up"" to hammer home the theme of salvation on Earth. Similarly, <I>Comfort Woman</I> is more musically ambitious than the bulk of recent neo-soul sets with which it shares an audience. A number of <a href=""/exec/obidos/ASIN/B000000DY6/${0}"">dub</a>wise excursions and rock guitar solos ensure that a debt to the 70s is paid, but this is hardly a slavish Gaye/<a href=""/exec/obidos/ts/artist-glance/156739/${0}"">Curtis Mayfield</a> tribute. <I>Comfort Woman</I> finds Ndegeocello in an inspired frame of mind and at a peak of invention. <I>--Rickey Wright</I>']"
B0000V19LS,A3RC3AK8UN89I9,1,1082937600,Lucky,Melissa Etheridge,"['CDs & Vinyl', 'Pop', 'Adult Alternative']","['MELISSA ETHERIDGE Lucky (2004 Taiwanese edition 13-track CD album picture sleeve + obi-strip)', 'Melissa Etheridge\'s considerable talents as writer/singer/performer have often seemed confounded by expectations--the artist having burdened herself with more than a few of them. Etheridge spent the \'90s alternately proving her mettle as one of the era\'s most successful female rock artists (peaking with the multi-platinum <I><a href=""/exec/obidos/ASIN/B000001G0U/${0}"">Yes I Am</a></I>), trying to recapture those glories, then plumbing the depths of an all-too-public romantic flame-out on \'01\'s confessional <I><a href=""/exec/obidos/ASIN/B00005LODB/${0}"">Skin</a></I>. But here, the singer seems content to engage in a little musical soul-baring of a wholly different stripe, showcasing her bluesy, ever expressive chops on a record that refuses to apologize for its contemporary production slickness and unashamed positive vibes. The ghosts of recent personal troubles get swept away by the breezy of ""When You Find the One"" and the romantic anthem ""This Moment"" and the wistful ""Will You Still Love Me."" ""Mercy"" engages her in a compelling, reflective duet with vocalist Bernie Barlow while the spare, bittersweet ""Tuesday Morning"" pays tribute to the heroes of 9/11. There\'s a confidence born of maturity and hard-won wisdom throughout--and the courage to simply play it straight down the middle of the road. <I>--Jerry McCulley</I>']"
B00013YRZ0,A23IOPI0D1OG7V,1,1077062400,Brave Bird,Amel Larrieux,"['CDs & Vinyl', 'Pop', 'Adult Alternative']","[""Japanese edition of the R&B singer/songwriter's long awaited followup to 2000's 'Infinite Possibilities', features 13 tracks including 2 bonus tracks, 'Just Once' & 'Say You Want it All'. Eclectika. 2004.""]"
B00014B1SU,A3RC3AK8UN89I9,0,1086566400,Damita Jo,Janet Jackson,"['CDs & Vinyl', 'Pop', 'Adult Contemporary']","['Japanese Release featuring Two Bonus Tracks: ""i\'m Here"", and ""Put Your Hands On"".']"
B00018D44U,A23IOPI0D1OG7V,0,1079308800,Feels Like Home,Norah Jones,"['CDs & Vinyl', 'Broadway & Vocalists', 'Cabaret']","[""2004 release, the sophomore album from Jazz/Pop singer/songwriter Norah Jones. Feels Like Home sold a million copies in the first week of its U.S. release, the first album to do so since Eminem's The Eminem Show (2002) and it was the second best-selling album of 2004, with about four million copies sold in U.S. alone."", 'Norah Jones blew everybody away with her jazzy, country-tinged, Grammy-winning debut CD, <a href=""/exec/obidos/ASIN/B00005YW4H/${0}""><I>Come Away with Me</i></a>. On this recording, Jones doesn\'t mess with her trademark formula. Under Arif Mardin\'s cozy coproduction, Jones is supported by her writing partners, her Handsome Band, and some special guests (country legend <a href=""/exec/obidos/ts/artist-glance/42174/${0}"">Dolly Parton</a>, Levon Helm and Garth Hudson of <a href=""/exec/obidos/ts/artist-glance/34113/${0}"">the Band</a>, and jazz drummer <a href=""/exec/obidos/ts/artist-glance/147643/${0}"">Brian Blade</a>, to name a few). Jones\'s Texas-twanged vocals and her sparse acoustic and electric Wurlitzer piano lines enliven the CD\'s 13 tracks, from the light and lively single ""Sunrise"" to <a href=""/exec/obidos/ts/artist-glance/15382/${0}"">Tom Waits</a>\'s ""The Long Way Home"" and the bouncy duet with Parton, ""Creepin\' In."" Jones\'s soul-baring piano/vocal rendition of <a href=""/exec/obidos/ts/artist-glance/17834/${0}"">Duke Ellington</a>\'s ""Melancholia,"" retitled ""Don\'t Miss You at All,"" proves she\'s a true Blue Note artist with unlimited potential. <I>--Eugene Holley Jr.</I>']"
B0001AP0PY,A23IOPI0D1OG7V,1,1087948800,Give,The Bad Plus,"['CDs & Vinyl', 'Jazz', 'Bebop']","['Recorded in England after a stretch of continuous touring, <I>Give</I> is a more-than-worthy successor to 2003\'s <I><a href=""/exec/obidos/ASIN/B000087N0V/${0}"">These Are the Vistas</a></I>, the major-label debut that launched the Bad Plus as a significant musical force. The Midwestern piano trio doesn\'t just link the worlds of abstract jazz and big-beat rock--instead, they smash them together, fusing bombast and subtlety with wit and art in consistently surprising ways. It\'s most apparent in the covers. The <a href=""/exec/obidos/ts/artist-glance/72895/${0}"">Pixies</a>\' ""Velouria"" develops a heady layer of Spanish impressionism, while <a href=""/exec/obidos/ts/artist-glance/66694/${0}"">Ornette Coleman</a>\'s ""Street Woman,"" showcasing Reid Anderson\'s propulsive bass, is much closer to jazz expectations--the early <a href=""/exec/obidos/ts/artist-glance/40945/${0}"">Paul Bley</a> trio, say, if jazz expectations get that high. <a href=""/exec/obidos/ts/artist-glance/45984/${0}"">Black Sabbath</a>\'s ""Iron Man"" becomes a manifesto, pianist Ethan Iverson combining the elementary theme with an anarchic, trip-hammer right hand straight from the playground of free jazz. The originals cover even more ground--from the colliding ironies of Iverson\'s ""Cheney Pi&#xF1;ata"" to the sweetness of drummer David King\'s ""Frog and Toad."" Produced, like the last CD, by Tchad Blake, <I>Give</I> demonstrates just how effectively pop production values and jazz spontaneity can interact. King\'s drumming alone is a sonic and creative highlight throughout. Along with a new aesthetic, the Bad Plus has already begun to define a new audience, and this CD should both delight and enlarge it. <I>--Stuart Broomer</I>']"
B0001FLW60,A3RC3AK8UN89I9,1,1086825600,Patience,George Michael,"['CDs & Vinyl', 'Pop', 'Adult Contemporary']","[""International version of his 2004 album features two tracks that were left off the US pressing, 'Shoot the Dog' and 'Patience Pt.2'. 14 tracks in all including the lead off single, 'Amazing' and the follow-up 'Flawless'. The album also includes the tribute, 'John & Elvis', which was composed on John Lennon's piano. Epic. 2004."", 'It must be hard being a George Michael fan. <I>Patience</I> is only his fourth studio effort in the 18 years since <a href=""/exec/obidos/ts/artist-glance/106923/${0}"">Wham!</a> split, so its release must be some cause for celebration. There always seems to have been something preventing him from releasing a new album--from arrests for lewd behavior, protracted battles with record companies, or prolonged periods of grieving for departed family and friends. Thankfully, <I>Patience</I> is pretty good.', 'Flitting between fraught ballads and up-tempo adult pop (the misguided sample-laden singles ""Freeek!"" and ""Shoot the Dog"" being the unnecessary exceptions), George here returns to the structure and mood of 1990s <I><a href=""/exec/obidos/ASIN/B0000027F8/${0}"">Listen Without Prejudice, Vol. 1</a></I>. <I>Patience</I> is at its most delicate and moving with its title track, the intense, tabloid-attacking ""Through"" and the painful family memories of ""My Mother Had a Brother."" To balance this, hearts will be raised by ""Amazing,"" with its echoes of the <a href=""/exec/obidos/ts/artist-glance/40615/${0}"">Bee Gees</a>, ""Round Here,"" in which George remembers his early days scampering around Bushey with Andrew Ridgley, and ""Cars and Trains,"" which celebrates the kind of lifestyle that so riled the LAPD back in 1998. That\'s the thing about George Michael these days. Love him or loathe him, he is unapologetically himself. And fans should be very grateful for that. --<I>Dominic Wills</I>']"
B0001MDP40,A3RC3AK8UN89I9,1,1086393600,So-Called Chaos,Alanis Morissette,"['CDs & Vinyl', 'Pop', 'Adult Alternative']","[""<i>So-Called Chaos</i> finds one of music's most popular singer-songwriters coming to terms with who she is as an artist and a person. With a newfound maturity and life-affirming, positive perspective, Alanis Morissette crafts beauty out of chaos on one of the major new albums of the year."", 'It\'s been a long time in coming, but with <I>So Called Chaos</I> Alanis Morisette has finally produced a worthy follow up to her globe-conquering debut. Calmer and more focused, the songs exude a new, mature woman, firmly in control of her life. ""I\'m not threatened by every pair of legs you watch go by,"" she sings with Zen-like serenity on ""I Doth Protest Too Much"" (as if she\'d have said that on <I><a href=""/exec/obidos/ASIN/B000002MY3/${0}"">Jagged Little Pill</a></I>). Time mellows--leave the angst to <a href=""/exec/obidos/ts/artist-glance/233453/${0}"">Avril Lavigne</a>.', ""Overexposure once made her fantastic voice grate, but now it's like welcoming back an old friend--that distinctive little warble, that softnessit's her most valuable asset and the simple, clean production wisely allows it to breathe freely. Most of the songs follow a slow, quiet verse/loud sucker chorus pattern and there's nothing on here that rivals anything from her debut, but everybody (including herself) has accepted that now. The absence of a world-class co-songwriter plays a part, but it's a refreshing change to see no external involvement. Accept Morisette for what she is--a female singer/songwriter with an exceptional, original voice and you won't be disappointed. --<I>Ben Johncock</I>""]"
B0001VOHFC,A3RC3AK8UN89I9,1,1086393600,Dress Rehearsal,Carolyn Dawn Johnson,"['CDs & Vinyl', 'Country', 'Bluegrass']","[""Ori. Release '04, Out of print in the U.S.! Sophomore album from the Canadian Country artist, 12 tracks including 'He's Mine', 'Simple Life' and the title track."", 'Carolyn Dawn Johnson\'s sophomore effort proves just what the young Canadian learned the first time out. Where her debut, <I><a href=""/exec/obidos/ASIN/B00005B3LI/${0}"">Room with a View</a></I>, spawned the pop-ish hit records ""Complicated"" and ""I Don\'t Want You to Go,"" it was an uneven effort that too obviously revealed her tentativeness as she made her way from songwriter to artist. <I>Dress Rehearsal</I>, on the other hand, presents a far more mature performer and artful writer. Johnson still maintains what made her special in the first place--her Everywoman approach to life, love, and the pursuit of romantic (now wedded) bliss. As ""Simple Life"" and ""God Doesn\'t Make Mistakes"" show, she\'s just as insecure as the rest of us, if only more poetic. Thankfully, &#xFC;ber-producer Dan Huff restrains himself here, managing to incorporate hyperventilating rock guitar and aggressive percussion without losing a modern country feel, though Johnson might do well to loosen up even more on her beguiling rhythm numbers, particularly ""My Little Secret,"" which reprises the barely contained lust of ""Complicated."" A pretty face and a winsome personality go a long way, but who wouldn\'t like to know more about the animal side of those hidden desires? <I>--Alanna Nash</I>']"
B00020H93E,A3RC3AK8UN89I9,1,996019200,Collection,Wynonna Judd,"['CDs & Vinyl', 'Country', ""Today's Country""]",['NEW Combo BLUWAVS CD and FLAC FILE']
B0002A2WAY,A23IOPI0D1OG7V,1,1091145600,"<span id=""parentalAdvisory"" class=""a-size-medium a-color-secondary a-text-normal""",The Roots,"['CDs & Vinyl', 'Rap & Hip-Hop', 'East Coast']","[""Philadelphia's popularly regarded as among today's most innovative, adverturous and influential bands, return with their highly anticipated 6th album. With contributions from Jean Grae, Martin Luther, Devin the Dude, guitarist Captain Kirk Douglas, producer Scott Storch, and comedian Dave Chappelle."", 'On their sixth album, the Roots backslide a bit on the creative promise they showed with 2002\'s <I><a href=""/exec/obidos/ASIN/B00007B9DP/${0}"">Phrenology</a></I>. Instead of expanding into more ambitious and experimental areas--the way <a href=""/exec/obidos/ts/artist-glance/52066/${0}"">Outkast</a> has, for example--the Roots tend to fall back to basics with vigorous, but ultimately conventional, lyricism. There are definitely some truly great moments here: the album opens with near-magic on ""Star,"" a mesmerizing song that is one of the finest of the group\'s career, and Black Thought is a one-man tour de force on ""Boom!"" where he mimics <a href=""/exec/obidos/ts/artist-glance/50461/${0}"">Big Daddy Kane</a> and <a href=""/exec/obidos/ts/artist-glance/70612/${0}"">Kool G Rap</a> down to their velour sweats. But <I>The Tipping Point</I> also has some of their blandest production ever, and, at 10 tracks (plus two hidden cuts), the compactness of the album makes the problem spots stand out more than usual. ""I Don\'t Care"" and ""Duck Down!"" in particular seem derivative and commercially tailored. The main thing missing here is an overall guiding concept, something the Roots have never lacked before. <I>--Oliver Wang</I>']"
B000621484,A23IOPI0D1OG7V,1,1146009600,The Rolling Stones - Rock and Roll Circus,Mick Jagger,"['CDs & Vinyl', 'Classic Rock', 'Psychedelic Rock']","[""Filmmaker Michael Lindsay-Hogg's concert film features the Rolling Stones, the Who, Jethro Tull, John Lennon and Eric Clapton."", 'Unavailable at all for nearly three decades, then issued in a VHS edition in 1996, the Rolling Stones\' legendary <I>Rock and Roll Circus</I> finally gets the full treatment with this DVD release documenting the 1968 event. The Stones were reportedly unhappy with their performance (hence the long delay), and it isn\'t their finest moment; performing ""Jumping Jack Flash"" and a variety of songs from their then-new <I>Beggars Banquet</I> album, Keith Richards is game, but Jagger\'s preening (especially on ""Sympathy for the Devil"") is over the top, and guitarist Brian Jones looks dissolute and well on his way to his death the following year. A certain weirdness permeates some of the other musical acts as well: Jethro Tull lip-syncs unconvincingly, Taj Mahal and band were obliged to perform before the circus set was completed and the audience had arrived, and John Lennon\'s outing with impromptu supergroup the Dirty Mac (with Richards, Eric Clapton, and drummer Mitch Mitchell) is hampered by Yoko Ono\'s caterwauling, although their version of the Beatles\' ""Yer Blues"" is cool. Still, the Who are brilliant, Marianne Faithfull is beautiful, the various circus acts are fun, and the crowd clearly loves it.', 'The DVD comes with some fascinating bonus features, including three extra songs by Mahal, some lovely classical piano by Julius Katchen, and a ""quad split-screen"" version of ""Yer Blues."" Best of all are a new interview with the Who\'s Pete Townshend and the various commentary tracks added for the DVD--especially those by Tull\'s Ian Anderson, director Michael Lindsay-Hogg, and Stones Jagger, Richards, and Bill Wyman (who dryly attributes Jagger\'s reluctance to issue the show to his dissatisfaction with his own performance, not the band\'s). Flaws notwithstanding, this is a treat. <I>--Sam Graham</I>']"
B00065XJ48,A23IOPI0D1OG7V,1,1100822400,The Capitol Albums Vol. 1,The Beatles,"['CDs & Vinyl', 'Classic Rock', 'British Invasion']","[""In 1964, the Capitol Records, U.S. home to the Beatles, released four compilations - 'Meet The Beatles', 'Beatles Second Album', 'Something New' & 'Beatles '65.' Each set sold over one million copies & still remains popular among the Beatlemania. The sets became out of print in 1987, but 17 years have passed & they are now available again in a deluxe four-disc box set. 'Beatles Capitol Albums Volume 1', due Nov. 16, will collect the four albums with a 48-page special booklet. All the tracks have been digitally mastered using 24-bit technology & available in both stereo & mono versions. Twelve of the forty five tracks were not available in the U.K. original edition. EMI. 2004."", 'When the Beatles catalog was first issued on CD in the \'80s, an attempt was made to standardize the releases (which often varied wildly in content internationally) by using their original British format. But this confounded many Fabs fans in the U.S. who now found CDs with track listings that often differed dramatically from their original American LPs. More maddening, the initial four releases were only available in not-so-glorious mono mixes. This four-CD collection of the band\'s 1964 American album releases finally addresses those concerns, and then some. <I>Meet the Beatles</I>, <I>The Beatles Second Album</I>, <I>Something New</I>, and <I>Beatles \'65</I> have been digitally prepared from Capitol\'s vintage album masters and presented in both the original stereo <I>and</I> mono mixes released back in \'64. This set gives younger fans a chance to finally hear the band\'s epochal early music in stereo--and should please an older generation by returning massive hit singles like ""I Want to Hold Your Hand,"" ""She Loves You,"" ""She\'s a Woman,"" and ""I Feel Fine"" to their original American album contexts. The booklet contains a wealth of rare photos and concise notes by noted Beatles historian Mark Lewisohn. <I>--Jerry McCulley</I>']"
